Current default_params (after autoresearch)
profit	50
stop_ticks	35
min_bar_size_ticks	1
bars_between_trades	1
long_entry_offset	2
short_entry_offset	0
tfc_threshold	4
skip_tf_count	0
trade_window	10:00-11:30
monday	True
tuesday	True
wednesday	True
thursday	True
friday	True

Generation Log

gen	timestamp	sharpe	net_pnl	trades	win_rate	param_changed	old_value	new_value	kept
53	2026-03-23 17:18:48	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
54	2026-03-23 17:19:02	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
55	2026-03-23 17:19:17	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
56	2026-03-23 17:19:33	1.2164	3904.78	39.0	0.8205	profit	50	40	no
57	2026-03-23 17:19:48	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
58	2026-03-23 17:20:04	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
59	2026-03-23 17:20:19	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
60	2026-03-23 17:20:36	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
61	2026-03-23 17:20:50	1.2902	5176.82	41.0	0.8049	bars_between_trades	1	2	no
62	2026-03-23 17:21:07	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
63	2026-03-23 17:21:21	1.405	5494.78	39.0	0.8205	long_entry_offset	0	1	no
64	2026-03-23 17:21:37	1.4002	5479.78	39.0	0.8205	short_entry_offset	0	1	no
65	2026-03-23 17:21:56	1.2902	5176.82	41.0	0.8049	bars_between_trades	1	2	no
66	2026-03-23 17:22:13	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
67	2026-03-23 17:22:28	1.2164	3904.78	39.0	0.8205	profit	50	40	no
68	2026-03-23 17:22:45	0.9161	3757.74	37.0	0.7838	trade_window	10:00-11:30	09:30-10:30	no
69	2026-03-23 17:22:59	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
70	2026-03-23 17:23:13	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
71	2026-03-23 17:23:30	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
72	2026-03-23 17:23:44	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
73	2026-03-23 17:24:00	1.383	6464.78	39.0	0.7949	profit	50	60	no
74	2026-03-23 17:24:14	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
75	2026-03-23 17:24:30	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
76	2026-03-23 17:24:45	1.2902	5176.82	41.0	0.8049	bars_between_trades	1	2	no
77	2026-03-23 17:25:01	1.383	6464.78	39.0	0.7949	profit	50	60	no
78	2026-03-23 17:25:15	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
79	2026-03-23 17:25:30	1.405	5494.78	39.0	0.8205	long_entry_offset	0	1	no
80	2026-03-23 17:25:48	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
81	2026-03-23 17:26:06	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
82	2026-03-23 17:26:22	1.4002	5479.78	39.0	0.8205	short_entry_offset	0	1	no
83	2026-03-23 17:26:38	1.0568	4638.04	52.0	0.75	trade_window	10:00-11:30	10:00-12:00	no
84	2026-03-23 17:26:54	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
85	2026-03-23 17:27:09	1.056	4360.8	40.0	0.775	long_entry_offset	0	2	no
86	2026-03-23 17:27:25	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
87	2026-03-23 17:27:40	1.2902	5176.82	41.0	0.8049	bars_between_trades	1	2	no
88	2026-03-23 17:27:56	1.2902	5176.82	41.0	0.8049	bars_between_trades	1	2	no
89	2026-03-23 17:28:11	1.2164	3904.78	39.0	0.8205	profit	50	40	no
90	2026-03-23 17:28:27	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
91	2026-03-23 17:28:43	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
92	2026-03-23 17:28:57	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
93	2026-03-23 17:29:11	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
94	2026-03-23 17:29:28	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
95	2026-03-23 17:29:42	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
96	2026-03-23 17:29:58	1.405	5494.78	39.0	0.8205	long_entry_offset	0	1	no
97	2026-03-23 17:30:14	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
98	2026-03-23 17:30:29	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
99	2026-03-23 17:30:45	1.2902	5176.82	41.0	0.8049	bars_between_trades	1	2	no
100	2026-03-23 17:31:00	1.4079	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
0	2026-03-23 17:46:49	1.97	5504.78	39.0	0.8205	baseline	-	-	yes
1	2026-03-23 17:46:58	1.7004	3904.78	39.0	0.8205	profit	50	40	no
2	2026-03-23 17:47:08	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
3	2026-03-23 17:47:17	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
4	2026-03-23 17:47:26	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
5	2026-03-23 17:47:36	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
6	2026-03-23 17:47:45	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
7	2026-03-23 17:47:54	1.4763	4638.04	52.0	0.75	trade_window	10:00-11:30	10:00-12:00	no
8	2026-03-23 17:48:03	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
9	2026-03-23 17:48:12	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
10	2026-03-23 17:48:20	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
11	2026-03-23 17:48:30	1.7004	3904.78	39.0	0.8205	profit	50	40	no
12	2026-03-23 17:48:39	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
13	2026-03-23 17:48:48	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
14	2026-03-23 17:48:57	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
15	2026-03-23 17:49:06	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
16	2026-03-23 17:49:15	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
17	2026-03-23 17:49:24	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
18	2026-03-23 17:49:33	1.516	5166.0	50.0	0.78	trade_window	10:00-11:30	09:30-11:00	no
19	2026-03-23 17:49:42	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
20	2026-03-23 17:49:51	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
21	2026-03-23 17:49:59	1.7004	3904.78	39.0	0.8205	profit	50	40	no
22	2026-03-23 17:50:08	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
23	2026-03-23 17:50:16	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
24	2026-03-23 17:50:25	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
25	2026-03-23 17:50:34	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
26	2026-03-23 17:50:43	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
27	2026-03-23 17:50:51	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
28	2026-03-23 17:51:00	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
29	2026-03-23 17:51:08	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
30	2026-03-23 17:51:17	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
31	2026-03-23 17:51:27	1.7004	3904.78	39.0	0.8205	profit	50	40	no
32	2026-03-23 17:51:36	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
33	2026-03-23 17:51:45	1.935	6464.78	39.0	0.7949	profit	50	60	no
34	2026-03-23 17:51:54	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
35	2026-03-23 17:52:04	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
36	2026-03-23 17:52:13	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
37	2026-03-23 17:52:21	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
38	2026-03-23 17:52:32	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
39	2026-03-23 17:52:41	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
40	2026-03-23 17:52:50	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
41	2026-03-23 17:52:59	1.4763	4638.04	52.0	0.75	trade_window	10:00-11:30	10:00-12:00	no
42	2026-03-23 17:53:07	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
43	2026-03-23 17:53:16	1.935	6464.78	39.0	0.7949	profit	50	60	no
44	2026-03-23 17:53:24	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
45	2026-03-23 17:53:34	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
46	2026-03-23 17:53:43	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	8	no
47	2026-03-23 17:53:51	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
48	2026-03-23 17:54:01	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
49	2026-03-23 17:54:10	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
50	2026-03-23 17:54:19	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
51	2026-03-23 17:54:28	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
52	2026-03-23 17:54:37	1.516	5166.0	50.0	0.78	trade_window	10:00-11:30	09:30-11:00	no
53	2026-03-23 17:54:46	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
54	2026-03-23 17:54:55	1.935	6464.78	39.0	0.7949	profit	50	60	no
55	2026-03-23 17:55:04	1.7004	3904.78	39.0	0.8205	profit	50	40	no
56	2026-03-23 17:55:12	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
57	2026-03-23 17:55:21	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
58	2026-03-23 17:55:30	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
59	2026-03-23 17:55:39	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
60	2026-03-23 17:55:48	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
61	2026-03-23 17:55:57	1.4751	4360.8	40.0	0.775	long_entry_offset	0	2	no
62	2026-03-23 17:56:06	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
63	2026-03-23 17:56:15	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
64	2026-03-23 17:56:24	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
65	2026-03-23 17:56:33	1.97	5504.78	39.0	0.8205	skip_tf_count	0	1	no
66	2026-03-23 17:56:45	1.7004	3904.78	39.0	0.8205	profit	50	40	no
67	2026-03-23 17:56:54	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
68	2026-03-23 17:57:03	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
69	2026-03-23 17:57:11	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
70	2026-03-23 17:57:20	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
71	2026-03-23 17:57:29	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
72	2026-03-23 17:57:38	1.2792	3757.74	37.0	0.7838	trade_window	10:00-11:30	09:30-10:30	no
73	2026-03-23 17:57:48	1.8056	4930.8	40.0	0.8	bars_between_trades	1	3	no
74	2026-03-23 17:57:57	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
75	2026-03-23 17:58:06	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
76	2026-03-23 17:58:15	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
77	2026-03-23 17:58:24	1.935	6464.78	39.0	0.7949	profit	50	60	no
78	2026-03-23 17:58:33	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
79	2026-03-23 17:58:42	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
80	2026-03-23 17:58:51	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
81	2026-03-23 17:59:00	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
82	2026-03-23 17:59:09	1.4751	4360.8	40.0	0.775	long_entry_offset	0	2	no
83	2026-03-23 17:59:18	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
84	2026-03-23 17:59:27	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
85	2026-03-23 17:59:36	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
86	2026-03-23 17:59:45	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
87	2026-03-23 17:59:54	1.2792	3757.74	37.0	0.7838	trade_window	10:00-11:30	09:30-10:30	no
88	2026-03-23 18:00:02	1.7004	3904.78	39.0	0.8205	profit	50	40	no
89	2026-03-23 18:00:11	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
90	2026-03-23 18:00:21	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
91	2026-03-23 18:00:30	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
92	2026-03-23 18:00:39	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
93	2026-03-23 18:00:48	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
94	2026-03-23 18:00:57	1.935	6464.78	39.0	0.7949	profit	50	60	no
95	2026-03-23 18:01:05	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
96	2026-03-23 18:01:14	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
97	2026-03-23 18:01:23	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	2	no
98	2026-03-23 18:01:32	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
99	2026-03-23 18:01:41	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
100	2026-03-23 18:01:51	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
0	2026-03-23 21:24:57	-0.0024	-5.22	39.0	0.3846	baseline	-	-	yes
1	2026-03-23 21:25:07	0.4529	844.78	39.0	0.359	stop_ticks	30	20	yes
2	2026-03-23 21:25:17	0.0927	144.78	39.0	0.359	profit	50	40	no
3	2026-03-23 21:25:28	0.3539	2488.82	141.0	0.3475	tfc_threshold	0	2	no
4	2026-03-23 21:25:38	0.5848	6076.42	221.0	0.3756	trade_window	10:00-11:30	09:30-10:30	yes
5	2026-03-23 21:25:48	1.2792	3757.74	37.0	0.7838	stop_ticks	20	0	yes
6	2026-03-23 21:25:58	1.2792	3757.74	37.0	0.7838	min_bar_size_ticks	4	6	no
7	2026-03-23 21:26:08	1.1033	3019.68	34.0	0.7647	bars_between_trades	1	2	no
8	2026-03-23 21:26:18	1.4044	4567.74	37.0	0.7568	profit	50	60	yes
9	2026-03-23 21:26:29	1.3914	4532.74	37.0	0.7568	long_entry_offset	0	1	no
10	2026-03-23 21:26:39	1.4007	4557.74	37.0	0.7568	short_entry_offset	0	1	no
11	2026-03-23 21:26:49	0.9782	3014.48	24.0	0.75	tfc_threshold	0	2	no
12	2026-03-23 21:26:59	0.4911	2713.94	97.0	0.3299	stop_ticks	0	20	no
13	2026-03-23 21:27:08	1.4044	4567.74	37.0	0.7568	min_bar_size_ticks	4	2	no
14	2026-03-23 21:27:18	1.3889	4319.68	34.0	0.7647	bars_between_trades	1	2	no
15	2026-03-23 21:27:27	1.935	6464.78	39.0	0.7949	trade_window	09:30-10:30	10:00-11:30	yes
16	2026-03-23 21:27:37	1.2836	4345.8	40.0	0.725	long_entry_offset	0	2	no
17	2026-03-23 21:27:47	2.0179	7006.82	41.0	0.8049	short_entry_offset	0	2	yes
18	2026-03-23 21:27:56	2.0465	5946.82	41.0	0.8293	profit	60	50	yes
19	2026-03-23 21:28:06	2.0426	5936.82	41.0	0.8293	long_entry_offset	0	1	no
20	2026-03-23 21:28:16	0.2251	486.82	41.0	0.4146	stop_ticks	0	30	no
21	2026-03-23 21:28:25	0.083	1855.78	139.0	0.7122	tfc_threshold	0	2	no
22	2026-03-23 21:28:36	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
23	2026-03-23 21:28:46	1.8867	5618.86	43.0	0.814	bars_between_trades	1	2	no
24	2026-03-23 21:28:57	0.6991	1336.82	41.0	0.3902	stop_ticks	0	20	no
25	2026-03-23 21:29:07	1.8883	5372.84	42.0	0.8095	bars_between_trades	1	3	no
26	2026-03-23 21:29:17	1.5616	5316.1	55.0	0.7636	trade_window	10:00-11:30	10:00-12:00	no
27	2026-03-23 21:29:26	2.0179	7006.82	41.0	0.8049	profit	50	60	no
28	2026-03-23 21:29:36	1.9592	5479.78	39.0	0.8205	short_entry_offset	2	1	no
29	2026-03-23 21:29:46	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
30	2026-03-23 21:29:56	2.0179	7006.82	41.0	0.8049	profit	50	60	no
31	2026-03-23 21:30:07	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
32	2026-03-23 21:30:18	0.083	1855.78	139.0	0.7122	tfc_threshold	0	2	no
33	2026-03-23 21:30:29	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
34	2026-03-23 21:30:38	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
35	2026-03-23 21:30:49	0.6991	1336.82	41.0	0.3902	stop_ticks	0	20	no
36	2026-03-23 21:30:59	1.8867	5618.86	43.0	0.814	bars_between_trades	1	2	no
37	2026-03-23 21:31:08	2.0426	5936.82	41.0	0.8293	long_entry_offset	0	1	no
38	2026-03-23 21:31:18	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
39	2026-03-23 21:31:28	1.9592	5479.78	39.0	0.8205	short_entry_offset	2	1	no
40	2026-03-23 21:31:38	2.0426	5936.82	41.0	0.8293	long_entry_offset	0	1	no
41	2026-03-23 21:31:47	1.7785	4246.82	41.0	0.8293	profit	50	40	no
42	2026-03-23 21:31:57	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
43	2026-03-23 21:32:06	0.083	1855.78	139.0	0.7122	tfc_threshold	0	2	no
44	2026-03-23 21:32:17	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
45	2026-03-23 21:32:26	2.0426	5936.82	41.0	0.8293	long_entry_offset	0	1	no
46	2026-03-23 21:32:38	0.6991	1336.82	41.0	0.3902	stop_ticks	0	20	no
47	2026-03-23 21:32:49	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
48	2026-03-23 21:33:01	1.8867	5618.86	43.0	0.814	bars_between_trades	1	2	no
49	2026-03-23 21:33:11	1.3391	3983.76	38.0	0.7895	trade_window	10:00-11:30	09:30-10:30	no
50	2026-03-23 21:33:21	1.9592	5479.78	39.0	0.8205	short_entry_offset	2	1	no
51	2026-03-23 21:33:31	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
52	2026-03-23 21:33:40	1.7785	4246.82	41.0	0.8293	profit	50	40	no
53	2026-03-23 21:33:51	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
54	2026-03-23 21:34:01	0.083	1855.78	139.0	0.7122	tfc_threshold	0	2	no
55	2026-03-23 21:34:11	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
56	2026-03-23 21:34:20	0.6991	1336.82	41.0	0.3902	stop_ticks	0	20	no
57	2026-03-23 21:34:32	0.2251	486.82	41.0	0.4146	stop_ticks	0	30	no
58	2026-03-23 21:34:43	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
59	2026-03-23 21:34:54	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
60	2026-03-23 21:35:04	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
61	2026-03-23 21:35:14	2.0426	5936.82	41.0	0.8293	long_entry_offset	0	1	no
62	2026-03-23 21:35:25	1.8867	5618.86	43.0	0.814	bars_between_trades	1	2	no
63	2026-03-23 21:35:35	1.9592	5479.78	39.0	0.8205	short_entry_offset	2	1	no
64	2026-03-23 21:35:46	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
65	2026-03-23 21:35:57	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
66	2026-03-23 21:36:09	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
67	2026-03-23 21:36:28	2.0465	5946.82	41.0	0.8293	min_bar_size_ticks	4	2	no
0	2026-03-23 21:37:58	-0.0024	-5.22	39.0	0.3846	baseline	-	-	yes
1	2026-03-23 21:38:14	-0.4068	-755.22	39.0	0.3846	profit	50	40	no
2	2026-03-23 21:38:30	0.1221	294.78	39.0	0.359	profit	50	60	yes
3	2026-03-23 21:38:45	0.5333	1144.78	39.0	0.3333	stop_ticks	30	20	yes
4	2026-03-23 21:38:59	0.43	2650.26	113.0	0.3186	tfc_threshold	0	2	no
5	2026-03-23 21:39:16	0.3077	3949.78	289.0	0.2941	bars_between_trades	1	2	no
6	2026-03-23 21:39:32	0.3818	2713.94	97.0	0.3299	tfc_threshold	0	3	no
7	2026-03-23 21:39:48	0.5333	1144.78	39.0	0.3333	min_bar_size_ticks	4	6	no
8	2026-03-23 21:40:03	0.4834	1040.8	40.0	0.325	long_entry_offset	1	2	no
9	2026-03-23 21:40:19	0.5333	1144.78	39.0	0.3333	short_entry_offset	0	1	no
10	2026-03-23 21:40:34	0.5794	3009.96	98.0	0.3367	trade_window	10:00-11:30	09:30-10:30	yes
11	2026-03-23 21:40:50	0.5794	3009.96	98.0	0.3367	skip_tf_count	0	1	no
12	2026-03-23 21:41:07	0.1914	1144.96	98.0	0.3673	stop_ticks	20	30	no
13	2026-03-23 21:41:23	0.5813	5967.44	222.0	0.3739	profit	60	50	yes
14	2026-03-23 21:41:40	0.5813	5967.44	222.0	0.3739	min_bar_size_ticks	4	6	no
15	2026-03-23 21:41:53	0.3915	4869.18	209.0	0.3636	tfc_threshold	0	2	no
16	2026-03-23 21:42:06	0.3385	4735.36	318.0	0.3396	bars_between_trades	1	2	no
17	2026-03-23 21:42:18	1.266	3727.74	37.0	0.7838	stop_ticks	20	0	yes
18	2026-03-23 21:42:33	0.8938	2277.74	37.0	0.7838	profit	50	40	no
19	2026-03-23 21:42:46	1.3914	4532.74	37.0	0.7568	profit	50	60	yes
20	2026-03-23 21:42:59	1.4044	4567.74	37.0	0.7568	long_entry_offset	1	0	yes
21	2026-03-23 21:43:11	1.4007	4557.74	37.0	0.7568	short_entry_offset	0	1	no
22	2026-03-23 21:43:25	1.4007	4557.74	37.0	0.7568	short_entry_offset	0	1	no
23	2026-03-23 21:43:39	1.935	6464.78	39.0	0.7949	trade_window	09:30-10:30	10:00-11:30	yes
24	2026-03-23 21:43:51	0.5333	1144.78	39.0	0.3333	stop_ticks	0	20	no
25	2026-03-23 21:44:05	1.935	6464.78	39.0	0.7949	min_bar_size_ticks	4	6	no
26	2026-03-23 21:44:19	0.1368	2473.26	113.0	0.6637	tfc_threshold	0	2	no
27	2026-03-23 21:44:33	1.8277	6186.82	41.0	0.7805	bars_between_trades	1	2	no
28	2026-03-23 21:44:47	0.1221	294.78	39.0	0.359	stop_ticks	0	30	no
29	2026-03-23 21:45:00	1.97	5504.78	39.0	0.8205	profit	60	50	yes
30	2026-03-23 21:45:14	0.4529	844.78	39.0	0.359	stop_ticks	0	20	no
31	2026-03-23 21:45:27	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
32	2026-03-23 21:45:41	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
33	2026-03-23 21:45:54	1.7004	3904.78	39.0	0.8205	profit	50	40	no
34	2026-03-23 21:46:07	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
35	2026-03-23 21:46:21	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
36	2026-03-23 21:46:42	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
37	2026-03-23 21:47:00	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
38	2026-03-23 21:47:17	0.4529	844.78	39.0	0.359	stop_ticks	0	20	no
39	2026-03-23 21:47:36	1.2792	3757.74	37.0	0.7838	trade_window	10:00-11:30	09:30-10:30	no
40	2026-03-23 21:47:56	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
41	2026-03-23 21:48:12	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
42	2026-03-23 21:48:30	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
43	2026-03-23 21:48:48	1.7004	3904.78	39.0	0.8205	profit	50	40	no
44	2026-03-23 21:49:05	1.935	6464.78	39.0	0.7949	profit	50	60	no
45	2026-03-23 21:49:19	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
46	2026-03-23 21:49:31	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
47	2026-03-23 21:49:44	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	8	no
48	2026-03-23 21:49:56	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
49	2026-03-23 21:50:08	0.4529	844.78	39.0	0.359	stop_ticks	0	20	no
50	2026-03-23 21:50:22	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
51	2026-03-23 21:50:35	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
52	2026-03-23 21:50:48	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
53	2026-03-23 21:51:00	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
54	2026-03-23 21:51:13	1.516	5166.0	50.0	0.78	trade_window	10:00-11:30	09:30-11:00	no
55	2026-03-23 21:51:26	1.7004	3904.78	39.0	0.8205	profit	50	40	no
56	2026-03-23 21:51:39	1.935	6464.78	39.0	0.7949	profit	50	60	no
57	2026-03-23 21:51:53	1.8351	7819.78	39.0	0.7436	profit	50	80	no
58	2026-03-23 21:52:06	1.7004	3904.78	39.0	0.8205	profit	50	40	no
59	2026-03-23 21:52:20	1.9592	5479.78	39.0	0.8205	short_entry_offset	0	1	no
60	2026-03-23 21:52:33	1.9659	5494.78	39.0	0.8205	long_entry_offset	0	1	no
61	2026-03-23 21:52:46	0.4529	844.78	39.0	0.359	stop_ticks	0	20	no
62	2026-03-23 21:52:59	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
63	2026-03-23 21:53:12	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	6	no
64	2026-03-23 21:53:25	1.97	5504.78	39.0	0.8205	min_bar_size_ticks	4	8	no
65	2026-03-23 21:53:38	0.0692	1491.7	135.0	0.7111	tfc_threshold	0	2	no
66	2026-03-23 21:53:51	1.8043	5176.82	41.0	0.8049	bars_between_trades	1	2	no
67	2026-03-23 21:54:05	0.1176	1934.84	92.0	0.7391	tfc_threshold	0	3	no
