gen	timestamp	sharpe	net_pnl	trades	win_rate	param_changed	old_value	new_value	kept
90	2026-03-24 17:32:01	0.8315	1930.88	94	0.4362	long_entry_offset	0	1	no
91	2026-03-24 17:32:10	0.4063	1479.16	58	0.4483	tfc_threshold	0	2	no
0	2026-03-24 19:29:08	-6.555	-863.68	16	0.25	baseline	-	-	yes
1	2026-03-24 19:29:10	-9.0834	-1063.68	16	0.25	profit	50	40	no
2	2026-03-24 19:29:12	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
3	2026-03-24 19:29:14	-6.555	-863.68	16	0.25	min_bar_size_ticks	4	2	no
4	2026-03-24 19:29:17	-6.555	-863.68	16	0.25	long_entry_offset	1	0	no
5	2026-03-24 19:29:19	-6.555	-863.68	16	0.25	short_entry_offset	0	1	no
6	2026-03-24 19:29:22	-6.555	-863.68	16	0.25	bars_between_trades	1	2	no
7	2026-03-24 19:29:24	-4.4559	-663.68	16	0.25	profit	50	60	yes
8	2026-03-24 19:29:26	-4.0751	-959.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	yes
10	2026-03-24 19:29:30	-3.5903	-521.64	18	0.2778	trade_window	09:30-10:30	10:00-12:00	yes
13	2026-03-24 19:29:33	N/A	N/A	N/A	N/A	tfc_threshold	0	3	no
21	2026-03-24 19:29:42	-3.5903	-521.64	18	0.2778	skip_tf_count	0	1	no
22	2026-03-24 19:29:44	-6.3379	-1125.62	19	0.2105	long_entry_offset	1	2	no
23	2026-03-24 19:29:46	-6.0091	-771.64	18	0.2778	profit	60	50	no
24	2026-03-24 19:29:48	-3.5903	-521.64	18	0.2778	min_bar_size_ticks	4	2	no
25	2026-03-24 19:29:51	-4.4559	-663.68	16	0.25	trade_window	10:00-12:00	10:00-11:30	no
26	2026-03-24 19:29:54	-3.5903	-521.64	18	0.2778	short_entry_offset	0	1	no
27	2026-03-24 19:29:56	-2.4138	-367.66	17	0.2941	bars_between_trades	1	2	yes
28	2026-03-24 19:29:58	-4.6375	-617.66	17	0.2941	profit	60	50	no
30	2026-03-24 19:30:00	-7.4282	-867.66	17	0.2941	profit	60	40	no
31	2026-03-24 19:30:02	0.6769	132.34	17	0.2941	profit	60	80	yes
32	2026-03-24 19:30:05	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
33	2026-03-24 19:30:07	0.6769	132.34	17	0.2941	skip_tf_count	0	1	no
34	2026-03-24 19:30:09	0.6769	132.34	17	0.2941	long_entry_offset	1	0	no
35	2026-03-24 19:30:11	N/A	N/A	N/A	N/A	tfc_threshold	0	3	no
36	2026-03-24 19:30:14	0.6769	132.34	17	0.2941	min_bar_size_ticks	4	2	no
37	2026-03-24 19:30:16	-1.4022	-263.68	16	0.25	trade_window	10:00-12:00	10:00-11:30	no
38	2026-03-24 19:30:18	0.6769	132.34	17	0.2941	short_entry_offset	0	1	no
39	2026-03-24 19:30:20	-0.1166	-21.64	18	0.2778	bars_between_trades	2	1	no
40	2026-03-24 19:30:23	-2.4382	-659.7	15	0.2	trade_window	10:00-12:00	09:30-10:30	no
41	2026-03-24 19:30:25	0.6769	132.34	17	0.2941	bars_between_trades	2	3	no
42	2026-03-24 19:30:28	-2.4138	-367.66	17	0.2941	profit	80	60	no
43	2026-03-24 19:30:31	-4.6375	-617.66	17	0.2941	profit	80	50	no
44	2026-03-24 19:30:32	-7.4282	-867.66	17	0.2941	profit	80	40	no
45	2026-03-24 19:30:35	0.6769	132.34	17	0.2941	min_bar_size_ticks	4	2	no
46	2026-03-24 19:30:37	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
47	2026-03-24 19:30:39	0.6769	132.34	17	0.2941	long_entry_offset	1	0	no
48	2026-03-24 19:30:41	N/A	N/A	N/A	N/A	tfc_threshold	0	3	no
49	2026-03-24 19:30:43	0.6769	132.34	17	0.2941	bars_between_trades	2	4	no
50	2026-03-24 19:30:46	0.6769	132.34	17	0.2941	short_entry_offset	0	1	no
51	2026-03-24 19:30:48	-1.4022	-263.68	16	0.25	trade_window	10:00-12:00	10:00-11:30	no
52	2026-03-24 19:30:50	-2.4382	-659.7	15	0.2	trade_window	10:00-12:00	09:30-10:30	no
53	2026-03-24 19:30:53	-0.1166	-21.64	18	0.2778	bars_between_trades	2	1	no
54	2026-03-24 19:30:55	-2.4138	-367.66	17	0.2941	profit	80	60	no
55	2026-03-24 19:30:58	0.6769	132.34	17	0.2941	min_bar_size_ticks	4	2	no
56	2026-03-24 19:31:00	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
57	2026-03-24 19:31:02	-2.5923	-571.64	18	0.2222	long_entry_offset	1	2	no
58	2026-03-24 19:31:04	2.5163	506.22	11	0.3636	trade_window	10:00-12:00	13:00-14:30	yes
59	2026-03-24 19:31:06	2.5163	506.22	11	0.3636	skip_tf_count	0	1	no
60	2026-03-24 19:31:08	N/A	N/A	N/A	N/A	tfc_threshold	0	3	no
61	2026-03-24 19:31:11	2.5163	506.22	11	0.3636	short_entry_offset	0	1	no
62	2026-03-24 19:31:13	2.5163	506.22	11	0.3636	min_bar_size_ticks	4	2	no
63	2026-03-24 19:31:15	2.5163	506.22	11	0.3636	long_entry_offset	1	0	no
64	2026-03-24 19:31:17	2.5163	506.22	11	0.3636	bars_between_trades	2	1	no
65	2026-03-24 19:31:20	0.6688	106.22	11	0.3636	profit	80	60	no
66	2026-03-24 19:31:21	-0.6739	-93.78	11	0.3636	profit	80	50	no
67	2026-03-24 19:31:23	-2.4245	-293.78	11	0.3636	profit	80	40	no
69	2026-03-24 19:31:26	-4.6707	-493.78	11	0.3636	profit	80	30	no
70	2026-03-24 19:31:28	-1.4022	-263.68	16	0.25	trade_window	13:00-14:30	10:00-11:30	no
71	2026-03-24 19:31:30	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
72	2026-03-24 19:31:32	N/A	N/A	N/A	N/A	tfc_threshold	0	3	no
73	2026-03-24 19:31:34	2.5163	506.22	11	0.3636	short_entry_offset	0	1	no
74	2026-03-24 19:31:36	2.5163	506.22	11	0.3636	min_bar_size_ticks	4	2	no
75	2026-03-24 19:31:39	2.5163	506.22	11	0.3636	long_entry_offset	1	0	no
76	2026-03-24 19:31:41	2.5163	506.22	11	0.3636	bars_between_trades	2	1	no
77	2026-03-24 19:31:43	3.0405	660.2	10	0.4	bars_between_trades	2	3	yes
78	2026-03-24 19:31:45	3.0405	660.2	10	0.4	skip_tf_count	0	1	no
79	2026-03-24 19:31:47	2.193	506.22	11	0.3636	long_entry_offset	1	2	no
80	2026-03-24 19:31:50	1.5	260.2	10	0.4	profit	80	60	no
81	2026-03-24 19:31:52	3.0405	660.2	10	0.4	min_bar_size_ticks	4	6	no
82	2026-03-24 19:31:54	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
83	2026-03-24 19:31:56	N/A	N/A	N/A	N/A	tfc_threshold	0	3	no
84	2026-03-24 19:31:59	3.0405	660.2	10	0.4	short_entry_offset	0	1	no
85	2026-03-24 19:32:01	N/A	N/A	N/A	N/A	tfc_threshold	0	4	no
86	2026-03-24 19:32:03	3.0405	660.2	10	0.4	long_entry_offset	1	0	no
87	2026-03-24 19:32:05	-1.4022	-263.68	16	0.25	trade_window	13:00-14:30	10:00-11:30	no
88	2026-03-24 19:32:07	2.5163	506.22	11	0.3636	bars_between_trades	3	2	no
89	2026-03-24 19:32:09	2.5163	506.22	11	0.3636	bars_between_trades	3	2	no
90	2026-03-24 19:32:11	3.0405	660.2	10	0.4	min_bar_size_ticks	4	6	no
91	2026-03-24 19:32:13	1.5	260.2	10	0.4	profit	80	60	no
92	2026-03-24 19:32:17	2.5163	506.22	11	0.3636	bars_between_trades	3	2	no
93	2026-03-24 19:32:19	2.5163	506.22	11	0.3636	bars_between_trades	3	2	no
94	2026-03-24 19:32:21	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
95	2026-03-24 19:32:24	3.0405	660.2	10	0.4	long_entry_offset	1	0	no
96	2026-03-24 19:32:26	3.0405	660.2	10	0.4	short_entry_offset	0	1	no
97	2026-03-24 19:32:28	3.0405	660.2	10	0.4	min_bar_size_ticks	4	6	no
98	2026-03-24 19:32:31	0.6769	132.34	17	0.2941	trade_window	13:00-14:30	10:00-12:00	no
99	2026-03-24 19:32:33	3.0405	660.2	10	0.4	short_entry_offset	0	1	no
100	2026-03-24 19:32:36	1.5	260.2	10	0.4	profit	80	60	no
0	2026-03-24 20:36:51	-6.555	-863.68	16	0.25	baseline	-	-	yes
0	2026-03-24 21:03:35	-6.555	-863.68	16	0.25	baseline	-	-	yes
1	2026-03-24 21:03:38	-9.0834	-1063.68	16	0.25	profit	50	40	no
2	2026-03-24 21:03:42	-8.1831	-963.68	16	0.125	stop_ticks	30	20	no
3	2026-03-24 21:03:46	-4.7334	-1013.68	16	0.3125	stop_ticks	30	40	yes
4	2026-03-24 21:03:49	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
5	2026-03-24 21:03:52	-5.7034	-1288.68	16	0.3125	stop_ticks	40	45	no
6	2026-03-24 21:03:55	-3.1862	-763.68	16	0.3125	profit	50	60	yes
7	2026-03-24 21:03:59	-6.1606	-963.68	16	0.25	stop_ticks	40	35	no
8	2026-03-24 21:04:02	-3.1862	-763.68	16	0.3125	bars_between_trades	1	2	no
9	2026-03-24 21:04:05	-3.1862	-763.68	16	0.3125	long_entry_offset	1	0	no
10	2026-03-24 21:04:08	-3.1862	-763.68	16	0.3125	min_bar_size_ticks	4	6	no
11	2026-03-24 21:04:11	-3.1862	-763.68	16	0.3125	short_entry_offset	1	0	no
12	2026-03-24 21:04:14	-5.553	-1559.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	no
13	2026-03-24 21:04:17	-5.3999	-788.68	16	0.1875	stop_ticks	40	25	no
14	2026-03-24 21:04:20	-4.7334	-1013.68	16	0.3125	profit	60	50	no
15	2026-03-24 21:04:24	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
16	2026-03-24 21:04:27	-4.7334	-1013.68	16	0.3125	profit	60	50	no
17	2026-03-24 21:04:31	-4.1497	-1038.68	16	0.3125	stop_ticks	40	45	no
18	2026-03-24 21:04:34	-5.0213	-1313.68	16	0.3125	stop_ticks	40	50	no
19	2026-03-24 21:04:37	-3.1862	-763.68	16	0.3125	bars_between_trades	1	2	no
20	2026-03-24 21:04:40	-3.1862	-763.68	16	0.3125	long_entry_offset	1	0	no
21	2026-03-24 21:04:42	-3.1862	-763.68	16	0.3125	min_bar_size_ticks	4	6	no
22	2026-03-24 21:04:45	-3.1862	-763.68	16	0.3125	short_entry_offset	1	0	no
23	2026-03-24 21:04:49	-6.1606	-963.68	16	0.25	stop_ticks	40	35	no
24	2026-03-24 21:04:52	-0.894	-263.68	16	0.3125	profit	60	80	yes
25	2026-03-24 21:04:55	-4.021	-1259.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	no
26	2026-03-24 21:04:58	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
27	2026-03-24 21:05:01	-3.1862	-763.68	16	0.3125	profit	80	60	no
28	2026-03-24 21:05:04	-1.7739	-538.68	16	0.3125	stop_ticks	40	45	no
29	2026-03-24 21:05:09	-2.5989	-813.68	16	0.3125	stop_ticks	40	50	no
30	2026-03-24 21:05:13	-0.894	-263.68	16	0.3125	bars_between_trades	1	2	no
31	2026-03-24 21:05:17	-0.894	-263.68	16	0.3125	long_entry_offset	1	0	no
32	2026-03-24 21:05:21	-0.894	-263.68	16	0.3125	min_bar_size_ticks	4	6	no
33	2026-03-24 21:05:25	-0.894	-263.68	16	0.3125	short_entry_offset	1	0	no
34	2026-03-24 21:05:29	-4.7334	-1013.68	16	0.3125	profit	80	50	no
35	2026-03-24 21:05:33	-2.9248	-563.68	16	0.25	stop_ticks	40	35	no
36	2026-03-24 21:05:36	-4.021	-1259.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	no
37	2026-03-24 21:05:41	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
38	2026-03-24 21:05:46	-2.9248	-563.68	16	0.25	stop_ticks	40	35	no
39	2026-03-24 21:05:50	-0.894	-263.68	16	0.3125	skip_tf_count	0	1	no
40	2026-03-24 21:05:54	-1.7739	-538.68	16	0.3125	stop_ticks	40	45	no
41	2026-03-24 21:06:01	-0.894	-263.68	16	0.3125	bars_between_trades	1	2	no
42	2026-03-24 21:06:05	-0.894	-263.68	16	0.3125	long_entry_offset	1	0	no
43	2026-03-24 21:06:10	-0.894	-263.68	16	0.3125	min_bar_size_ticks	4	6	no
44	2026-03-24 21:06:17	-3.1862	-763.68	16	0.3125	profit	80	60	no
45	2026-03-24 21:06:23	-0.894	-263.68	16	0.3125	short_entry_offset	1	0	no
46	2026-03-24 21:06:29	-4.7334	-1013.68	16	0.3125	profit	80	50	no
47	2026-03-24 21:06:35	-0.894	-263.68	16	0.3125	trade_window	10:00-11:30	09:30-10:30	no
48	2026-03-24 21:06:40	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
49	2026-03-24 21:06:44	-2.9248	-563.68	16	0.25	stop_ticks	40	35	no
50	2026-03-24 21:06:48	-2.5989	-813.68	16	0.3125	stop_ticks	40	50	no
51	2026-03-24 21:06:52	-1.7739	-538.68	16	0.3125	stop_ticks	40	45	no
52	2026-03-24 21:06:57	-0.894	-263.68	16	0.3125	bars_between_trades	1	2	no
53	2026-03-24 21:07:03	-0.894	-263.68	16	0.3125	long_entry_offset	1	0	no
54	2026-03-24 21:07:09	-0.894	-263.68	16	0.3125	min_bar_size_ticks	4	6	no
55	2026-03-24 21:07:14	-0.894	-263.68	16	0.3125	skip_tf_count	0	1	no
56	2026-03-24 21:07:18	-0.894	-263.68	16	0.3125	short_entry_offset	1	0	no
57	2026-03-24 21:07:22	-3.1862	-763.68	16	0.3125	profit	80	60	no
58	2026-03-24 21:07:27	-4.7334	-1013.68	16	0.3125	profit	80	50	no
59	2026-03-24 21:07:31	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
60	2026-03-24 21:07:35	-4.021	-1259.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	no
61	2026-03-24 21:07:38	-2.9248	-563.68	16	0.25	stop_ticks	40	35	no
62	2026-03-24 21:07:41	-1.7739	-538.68	16	0.3125	stop_ticks	40	45	no
63	2026-03-24 21:07:45	-0.894	-263.68	16	0.3125	bars_between_trades	1	2	no
64	2026-03-24 21:07:48	-0.894	-263.68	16	0.3125	long_entry_offset	1	0	no
65	2026-03-24 21:07:52	-0.894	-263.68	16	0.3125	min_bar_size_ticks	4	6	no
66	2026-03-24 21:07:56	-0.247	-71.64	18	0.3333	trade_window	10:00-11:30	10:00-12:00	yes
67	2026-03-24 21:07:59	-0.247	-71.64	18	0.3333	short_entry_offset	1	0	no
68	2026-03-24 21:08:03	-2.1793	-671.64	18	0.3333	stop_ticks	40	50	no
69	2026-03-24 21:08:07	-2.8432	-671.64	18	0.3333	profit	80	60	no
70	2026-03-24 21:08:10	-1.1285	-239.8	10	0.3	tfc_threshold	0	2	no
71	2026-03-24 21:08:15	-0.1166	-21.64	18	0.2778	stop_ticks	40	30	yes
72	2026-03-24 21:08:18	-9.0834	-1063.68	16	0.25	profit	50	40	no
73	2026-03-24 21:08:21	-7.1951	-938.68	16	0.1875	stop_ticks	30	25	no
74	2026-03-24 21:08:24	-6.555	-863.68	16	0.25	bars_between_trades	1	2	no
75	2026-03-24 21:08:28	-6.555	-863.68	16	0.25	min_bar_size_ticks	2	4	no
76	2026-03-24 21:08:32	-6.555	-863.68	16	0.25	long_entry_offset	1	0	no
77	2026-03-24 21:08:36	-3.1681	-771.64	18	0.2778	trade_window	10:00-11:30	09:30-11:00	no
78	2026-03-24 21:08:39	-6.555	-863.68	16	0.25	short_entry_offset	1	0	no
79	2026-03-24 21:08:43	N/A	N/A	N/A	N/A	tfc_threshold	0	3	no
80	2026-03-24 21:08:46	-4.4559	-663.68	16	0.25	profit	50	60	no
86	2026-03-24 21:08:53	-8.2497	-1163.68	16	0.25	stop_ticks	30	35	no
87	2026-03-24 21:08:56	-8.1831	-963.68	16	0.125	stop_ticks	30	20	no
88	2026-03-24 21:09:00	-5.0646	-1109.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	no
89	2026-03-24 21:09:04	-7.1951	-938.68	16	0.1875	stop_ticks	30	25	no
90	2026-03-24 21:09:08	-6.555	-863.68	16	0.25	bars_between_trades	1	2	no
91	2026-03-24 21:09:13	-6.555	-863.68	16	0.25	min_bar_size_ticks	2	4	no
92	2026-03-24 21:09:16	-6.555	-863.68	16	0.25	long_entry_offset	1	0	no
93	2026-03-24 21:09:19	-6.0091	-771.64	18	0.2778	trade_window	10:00-11:30	10:00-12:00	no
94	2026-03-24 21:09:24	-6.555	-863.68	16	0.25	short_entry_offset	1	0	no
95	2026-03-24 21:09:28	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
96	2026-03-24 21:09:32	-9.0834	-1063.68	16	0.25	profit	50	40	no
97	2026-03-24 21:09:36	-8.2497	-1163.68	16	0.25	stop_ticks	30	35	no
98	2026-03-24 21:09:40	-4.4559	-663.68	16	0.25	profit	50	60	no
99	2026-03-24 21:09:44	-5.0646	-1109.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	no
100	2026-03-24 21:09:48	-1.4022	-263.68	16	0.25	profit	50	80	no
0	2026-03-24 21:39:40	-6.555	-863.68	16	0.25	baseline	-	-	yes
1	2026-03-24 21:39:42	-9.0834	-1063.68	16	0.25	profit	50	40	no
2	2026-03-24 21:39:44	-8.1831	-963.68	16	0.125	stop_ticks	30	20	no
3	2026-03-24 21:39:46	-4.7334	-1013.68	16	0.3125	stop_ticks	30	40	yes
4	2026-03-24 21:39:49	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
5	2026-03-24 21:39:53	-4.7334	-1013.68	16	0.3125	bars_between_trades	1	2	no
6	2026-03-24 21:39:56	-3.1862	-763.68	16	0.3125	profit	50	60	yes
7	2026-03-24 21:39:58	-5.0213	-1313.68	16	0.3125	stop_ticks	40	50	no
8	2026-03-24 21:40:00	-3.1862	-763.68	16	0.3125	min_bar_size_ticks	2	4	no
9	2026-03-24 21:40:02	-3.1862	-763.68	16	0.3125	long_entry_offset	1	0	no
10	2026-03-24 21:40:05	-3.1862	-763.68	16	0.3125	short_entry_offset	1	0	no
11	2026-03-24 21:40:07	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
12	2026-03-24 21:40:09	-3.8067	-1171.64	18	0.2778	trade_window	10:00-11:30	09:30-11:00	no
13	2026-03-24 21:40:12	-6.1606	-963.68	16	0.25	stop_ticks	40	35	no
14	2026-03-24 21:40:14	-4.7334	-1013.68	16	0.3125	profit	60	50	no
15	2026-03-24 21:40:16	-4.1497	-1038.68	16	0.3125	stop_ticks	40	45	no
16	2026-03-24 21:40:19	-3.1862	-763.68	16	0.3125	bars_between_trades	1	2	no
17	2026-03-24 21:40:20	-2.8432	-671.64	18	0.3333	trade_window	10:00-11:30	10:00-12:00	yes
18	2026-03-24 21:40:23	-4.5778	-971.64	18	0.3333	profit	60	50	no
19	2026-03-24 21:40:25	-2.8432	-671.64	18	0.3333	min_bar_size_ticks	2	4	no
20	2026-03-24 21:40:27	-4.8974	-1271.64	18	0.3333	stop_ticks	40	50	no
21	2026-03-24 21:40:29	-2.8432	-671.64	18	0.3333	long_entry_offset	1	0	no
22	2026-03-24 21:40:32	-2.8432	-671.64	18	0.3333	short_entry_offset	1	0	no
23	2026-03-24 21:40:34	-3.0389	-539.8	10	0.3	tfc_threshold	0	2	no
24	2026-03-24 21:40:36	-2.8432	-671.64	18	0.3333	skip_tf_count	0	1	no
25	2026-03-24 21:40:38	-4.5778	-971.64	18	0.3333	profit	60	50	no
26	2026-03-24 21:40:40	-3.5903	-521.64	18	0.2778	stop_ticks	40	30	no
27	2026-03-24 21:40:43	-1.9679	-467.66	17	0.3529	bars_between_trades	1	2	yes
28	2026-03-24 21:40:45	-4.2133	-667.66	17	0.2941	stop_ticks	40	35	no
29	2026-03-24 21:40:47	-1.407	-243.78	11	0.3636	trade_window	10:00-12:00	13:00-14:30	yes
30	2026-03-24 21:40:49	-1.407	-243.78	11	0.3636	min_bar_size_ticks	2	4	no
31	2026-03-24 21:40:51	-3.1108	-593.78	11	0.3636	stop_ticks	40	50	no
32	2026-03-24 21:40:53	-1.407	-243.78	11	0.3636	long_entry_offset	1	0	no
33	2026-03-24 21:40:55	-1.407	-243.78	11	0.3636	short_entry_offset	1	0	no
34	2026-03-24 21:40:57	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
35	2026-03-24 21:41:00	-2.3044	-418.78	11	0.3636	stop_ticks	40	45	no
36	2026-03-24 21:41:02	-2.8451	-443.78	11	0.3636	profit	60	50	no
37	2026-03-24 21:41:04	0.6688	106.22	11	0.3636	stop_ticks	40	30	yes
38	2026-03-24 21:41:06	0.6688	106.22	11	0.3636	bars_between_trades	2	1	no
40	2026-03-24 21:41:10	0.6688	106.22	11	0.3636	skip_tf_count	0	1	no
41	2026-03-24 21:41:12	-4.4559	-663.68	16	0.25	trade_window	13:00-14:30	10:00-11:30	no
42	2026-03-24 21:41:14	0.6688	106.22	11	0.3636	min_bar_size_ticks	2	4	no
43	2026-03-24 21:41:16	-0.6739	-93.78	11	0.3636	profit	60	50	no
44	2026-03-24 21:41:18	0.6688	106.22	11	0.3636	long_entry_offset	1	0	no
45	2026-03-24 21:41:20	0.6688	106.22	11	0.3636	short_entry_offset	1	0	no
46	2026-03-24 21:41:22	N/A	N/A	N/A	N/A	tfc_threshold	0	2	no
53	2026-03-24 21:41:28	-0.6739	-93.78	11	0.3636	profit	60	50	no
91	2026-03-24 21:41:57	1.8371	281.22	11	0.3636	stop_ticks	30	25	yes
92	2026-03-24 21:41:59	0.6141	81.22	11	0.3636	profit	60	50	no
93	2026-03-24 21:42:01	0.6141	81.22	11	0.3636	profit	60	50	no
94	2026-03-24 21:42:03	1.8371	281.22	11	0.3636	bars_between_trades	2	1	no
95	2026-03-24 21:42:04	3.0726	456.22	11	0.3636	stop_ticks	25	20	yes
96	2026-03-24 21:42:06	2.0244	256.22	11	0.3636	profit	60	50	no
97	2026-03-24 21:42:08	3.0726	456.22	11	0.3636	min_bar_size_ticks	2	4	no
98	2026-03-24 21:42:11	2.0244	256.22	11	0.3636	profit	60	50	no
99	2026-03-24 21:42:13	3.0726	456.22	11	0.3636	long_entry_offset	1	0	no
100	2026-03-24 21:42:16	3.0726	456.22	11	0.3636	short_entry_offset	1	0	no
0	2026-03-24 21:44:34	-5.0213	-1313.68	16	0.3125	baseline	-	-	yes
1	2026-03-24 21:44:36	-6.5589	-1563.68	16	0.3125	profit	60	50	no
2	2026-03-24 21:44:38	-4.4559	-663.68	16	0.25	stop_ticks	50	30	yes
3	2026-03-24 21:44:40	-4.0751	-959.7	15	0.2	trade_window	10:00-11:30	09:30-10:30	yes
4	2026-03-24 21:44:42	-5.0646	-1109.7	15	0.2	profit	60	50	no
5	2026-03-24 21:44:44	-2.4382	-659.7	15	0.2	profit	60	80	yes
7	2026-03-24 21:44:47	-0.258	-59.7	15	0.2	stop_ticks	30	20	yes
8	2026-03-24 21:44:49	-0.258	-59.7	15	0.2	bars_between_trades	1	2	no
9	2026-03-24 21:44:51	2.1616	460.2	10	0.3	tfc_threshold	0	2	yes
10	2026-03-24 21:44:54	1.2555	285.2	10	0.3	stop_ticks	20	25	no
11	2026-03-24 21:44:55	3.1752	635.2	10	0.3	stop_ticks	20	15	yes
12	2026-03-24 21:44:57	3.1752	635.2	10	0.3	min_bar_size_ticks	2	4	no
13	2026-03-24 21:44:59	3.1752	635.2	10	0.3	long_entry_offset	1	0	no
14	2026-03-24 21:45:01	3.1752	635.2	10	0.3	short_entry_offset	1	0	no
15	2026-03-24 21:45:03	2.0973	335.2	10	0.3	profit	80	60	no
16	2026-03-24 21:45:05	N/A	N/A	N/A	N/A	trade_window	09:30-10:30	10:00-11:30	no
18	2026-03-24 21:45:08	4.2886	810.2	10	0.3	stop_ticks	15	10	yes
19	2026-03-24 21:45:10	3.4672	510.2	10	0.3	profit	80	60	no
20	2026-03-24 21:45:12	4.2886	810.2	10	0.3	bars_between_trades	1	2	no
21	2026-03-24 21:45:14	N/A	N/A	N/A	N/A	tfc_threshold	2	3	no
22	2026-03-24 21:45:15	5.4792	985.2	10	0.3	stop_ticks	10	5	no
23	2026-03-24 21:45:17	5.4792	985.2	10	0.3	stop_ticks	10	5	no
24	2026-03-24 21:45:20	5.4792	985.2	10	0.3	stop_ticks	10	5	no
25	2026-03-24 21:45:22	5.4792	985.2	10	0.3	stop_ticks	10	5	no
26	2026-03-24 21:45:24	5.4792	985.2	10	0.3	stop_ticks	10	5	no
27	2026-03-24 21:45:25	5.4792	985.2	10	0.3	stop_ticks	10	5	no
28	2026-03-24 21:45:27	5.4792	985.2	10	0.3	stop_ticks	10	5	no
29	2026-03-24 21:45:30	5.4792	985.2	10	0.3	stop_ticks	10	5	no
30	2026-03-24 21:45:32	3.4672	510.2	10	0.3	profit	80	60	no
31	2026-03-24 21:45:34	5.4792	985.2	10	0.3	stop_ticks	10	5	no
32	2026-03-24 21:45:36	N/A	N/A	N/A	N/A	tfc_threshold	2	3	no
33	2026-03-24 21:45:38	4.2886	810.2	10	0.3	min_bar_size_ticks	2	4	no
34	2026-03-24 21:45:40	4.2886	810.2	10	0.3	bars_between_trades	1	2	no
35	2026-03-24 21:45:42	4.2886	810.2	10	0.3	long_entry_offset	1	0	no
36	2026-03-24 21:45:44	5.4792	985.2	10	0.3	stop_ticks	10	5	no
37	2026-03-24 21:45:46	5.4792	985.2	10	0.3	stop_ticks	10	5	no
38	2026-03-24 21:45:48	5.4792	985.2	10	0.3	stop_ticks	10	5	no
39	2026-03-24 21:45:50	4.2886	810.2	10	0.3	short_entry_offset	1	0	no
40	2026-03-24 21:45:52	5.4792	985.2	10	0.3	stop_ticks	10	5	no
41	2026-03-24 21:45:54	3.4672	510.2	10	0.3	profit	80	60	no
42	2026-03-24 21:45:56	5.4792	985.2	10	0.3	stop_ticks	10	5	no
43	2026-03-24 21:45:58	5.4792	985.2	10	0.3	stop_ticks	10	5	no
44	2026-03-24 21:46:00	5.4792	985.2	10	0.3	stop_ticks	10	5	no
45	2026-03-24 21:46:02	5.4792	985.2	10	0.3	stop_ticks	10	5	no
46	2026-03-24 21:46:04	4.2886	810.2	10	0.3	bars_between_trades	1	2	no
47	2026-03-24 21:46:06	5.4792	985.2	10	0.3	stop_ticks	10	5	no
48	2026-03-24 21:46:08	5.4792	985.2	10	0.3	stop_ticks	10	5	no
49	2026-03-24 21:46:10	5.4792	985.2	10	0.3	stop_ticks	10	5	no
50	2026-03-24 21:46:12	4.2886	810.2	10	0.3	min_bar_size_ticks	2	4	no
51	2026-03-24 21:46:14	N/A	N/A	N/A	N/A	tfc_threshold	2	3	no
52	2026-03-24 21:46:16	3.4672	510.2	10	0.3	profit	80	60	no
53	2026-03-24 21:46:19	N/A	N/A	N/A	N/A	skip_tf_count	0	1	no
54	2026-03-24 21:46:21	5.4792	985.2	10	0.3	stop_ticks	10	5	no
55	2026-03-24 21:46:23	4.2886	810.2	10	0.3	long_entry_offset	1	0	no
56	2026-03-24 21:46:25	5.4792	985.2	10	0.3	stop_ticks	10	5	no
57	2026-03-24 21:46:28	4.2886	810.2	10	0.3	bars_between_trades	1	2	no
58	2026-03-24 21:46:30	5.4792	985.2	10	0.3	stop_ticks	10	5	no
59	2026-03-24 21:46:32	5.4792	985.2	10	0.3	stop_ticks	10	5	no
60	2026-03-24 21:46:34	5.4792	985.2	10	0.3	stop_ticks	10	5	no
61	2026-03-24 21:46:36	4.2886	810.2	10	0.3	min_bar_size_ticks	2	4	no
